Unnamed: 0,id,name,year,certificate,runtime,genre,ratings
1719,tt2148456,Tietjen und Hirschhausen,,,120.0,"
Talk-Show            ",3.6
1720,tt4004750,Stay Brony My Friends,,,60.0,"
Family, Talk-Show            ",6.7
1724,tt1116267,Díselo a Bours,,,60.0,"
Talk-Show            ",
1733,tt3034480,Anything Goes,,,60.0,"
Game-Show, Music, Talk-Show            ",
1742,tt13914112,The Friday Showdown,,,60.0,"
News, Talk-Show            ",1.2
1746,tt17940862,Sunday Agenda,,,60.0,"
News, Talk-Show            ",
1749,tt1118524,Encuentro,,,60.0,"
Talk-Show            ",
1761,tt0236121,Cool Women,,,60.0,"
Documentary, History            ",
1763,tt0793452,Capital Grupera con furia,,,60.0,"
Music, Talk-Show            ",
1767,tt13912548,Fields of Play,,,60.0,"
Documentary            ",
1784,tt8567136,Live Now,,,150.0,"
News, Talk-Show            ",
1786,tt7354514,Grâce à la musique,,,120.0,"
Biography, Music, Talk-Show            ",
1790,tt6500042,Au coeur de la musique,,,60.0,"
Music            ",
1791,tt1841269,Pelzig hält sich,,,60.0,"
Comedy, Talk-Show            ",8.1
1821,tt9606442,Bentley Business,,,60.0,"
Reality-TV            ",8.2
1828,tt16673548,Australian Agenda,,,180.0,"
News, Talk-Show            ",
1837,tt1661021,Wind Tunnel with Dave Despain,,,60.0,"
Sport            ",7.4
1849,tt1747375,Parker Spitzer,,,60.0,"
Talk-Show            ",7.6
1851,tt1464408,La noche boca arriba,,,60.0,"
Comedy, Music, Talk-Show            ",
1852,tt16265882,Contrarians,,,120.0,"
News, Talk-Show            ",
1868,tt1092299,Alta definición,,,60.0,"
Talk-Show            ",
1872,tt0254012,Brigitte & Friends,,,60.0,"
Talk-Show            ",
1877,tt1158390,Con M de mujer,,,90.0,"
Talk-Show            ",
1897,tt9900704,Gleeso's News Talk,,,120.0,"
News, Talk-Show            ",
1902,tt12104660,Pythona Talks,,,60.0,"
Talk-Show            ",
1908,tt1690616,En prácticas,,,75.0,"
Documentary            ",
2,tt0115332,Relativity,(1996–1997),TV-14,60.0,"
Comedy, Drama, Romance            ",7.8
9,tt14979416,Praomook,,,90.0,"
Drama, Romance            ",7.0
11,tt8019142,Gülümse Yeter,,,110.0,"
Comedy, Romance            ",6.2
12,tt6550350,Adi Efsane,,,130.0,"
Drama, Sport            ",6.5
13,tt4343108,Blood,,,65.0,"
Drama, Romance, Thriller            ",6.6
18,tt6645602,Perdona Nuestros Pecados,,,60.0,"
Drama            ",7.0
19,tt7216712,The Other Side of Paradise,,,60.0,"
Crime, Drama, Romance            ",7.2
20,tt0482439,Sos mi vida,,,60.0,"
Comedy, Romance, Sport            ",6.7
27,tt0960152,Acorralada,,,60.0,"
Crime, Drama, Romance            ",6.6
28,tt14183324,Recipe of Love,,,110.0,"
Comedy, Drama, Romance            ",4.9
31,tt2024922,Lale Devri,,,91.0,"
Drama            ",3.2
33,tt4686292,Warm and Cozy,,,60.0,"
Comedy, Romance            ",6.8
36,tt8295372,Bir Deli Rüzgar,,,120.0,"
Drama, Romance            ",5.9
37,tt5332732,Shahrzad,,,60.0,"
Drama, History, Romance            ",8.0
42,tt5923410,Yüksek Sosyete,,,120.0,"
Romance            ",5.5
48,tt0875103,Sila,,,70.0,"
Drama, Mystery, Romance            ",5.2
51,tt0262975,Na dobre i na zle,,,60.0,"
Drama, Romance            ",3.6
52,tt15847542,Only for Love,(2022),TV-MA,60.0,"
Drama, Musical            ",7.8
53,tt0499168,Aci Hayat,,,90.0,"
Action, Drama, Romance            ",6.3
64,tt6216702,Francisco the Mathematician,,,60.0,"
Drama            ",7.9
76,tt0395057,Winter Sonata,(2002),TV-MA,60.0,"
Romance            ",8.0
78,tt5583950,Tatli intikam,,,120.0,"
Comedy, Romance            ",6.1
86,tt2716158,Merhamet,,,90.0,"
Drama, Romance            ",7.5
103,tt2544156,Dila Hanim,,,100.0,"
Drama, Romance            ",4.2
104,tt5764360,Beautiful Mind,,,60.0,"
Drama, Mystery, Romance            ",7.8
116,tt0426790,Sihirli Annem,,,60.0,"
Adventure, Comedy, Drama            ",3.8
117,tt0106124,Scarlet and Black,,,238.0,"
Drama, Romance            ",7.0
137,tt0756582,Standoff,(2006–2007),TV-14,60.0,"
Crime, Drama, Romance            ",7.5
139,tt3467416,Pis Yedili,,,120.0,"
Comedy            ",2.8
142,tt9070590,Sahin Tepesi,,,120.0,"
Action, Drama, Romance            ",7.1
143,tt4900114,Al Yazmalim,,,90.0,"
Drama            ",4.7
144,tt11813946,Zindagi inShort,,,116.0,"
Comedy, Drama, Romance            ",7.1
160,tt5511992,Five Children,,,70.0,"
Comedy, Drama, Romance            ",7.7
165,tt0358869,Pura sangre,(1994–1995),TV-14,60.0,"
Crime, Drama, Romance            ",8.5
169,tt0209631,GTO: Great Teacher Onizuka,,,60.0,"
Drama, Comedy, Action            ",8.4
186,tt1274409,Valentine,,,60.0,"
Comedy            ",6.5
189,tt5843858,Kertenkele,,,120.0,"
Comedy, Crime, Romance            ",3.2
192,tt0489902,Under the Trees,,,85.0,"
Romance            ",6.6
195,tt17042406,Degrassi,,,60.0,"
Drama, Romance            ",
199,tt6607810,La Piloto,,,60.0,"
Drama            ",5.6
201,tt14202282,Bangkok Breaking,(2021– ),TV-MA,60.0,"
Action, Crime, Drama            ",5.8
204,tt13514366,Katie Fforde,,,90.0,"
Drama, Romance            ",4.5
209,tt2932820,Don't Look Back: The Legend of Orpheus,,,65.0,"
Drama, Romance, Thriller            ",7.5
211,tt19887034,My Forever Sunshine,,,80.0,"
Romance            ",9.0
215,tt7428834,Fatih,,,120.0,"
Action, History, War            ",6.6
217,tt4162900,Yesil Deniz,,,110.0,"
Comedy, Drama            ",7.9
225,tt0424619,Cennet Mahallesi,,,60.0,"
Adventure, Comedy, Family            ",4.5
226,tt3418430,Kaçak,,,100.0,"
Action, Crime, Drama            ",6.5
231,tt8819192,Women Make Film: A New Road Movie Through Cinema,(2018– ),TV-14,840.0,"
Documentary, History            ",7.7
239,tt9174732,Club 57,,,60.0,"
Drama, Fantasy            ",8.6
248,tt10924104,Kursun,,,120.0,"
Drama            ",6.3
263,tt4875520,Iliski Durumu: Karisik,,,120.0,"
Comedy, Romance            ",5.8
264,tt0199260,Black Pearl,,,60.0,"
Drama, Romance            ",6.7
265,tt4065592,Pituca sin Luca$,,,60.0,"
Comedy            ",6.0
267,tt0085005,Diese Drombuschs,,,105.0,"
Comedy, Drama, Romance            ",7.0
268,tt15515490,Forever,,,60.0,"
Drama, Romance            ",
276,tt4817002,The Time We Were Not in Love,,,60.0,"
Comedy, Drama, Romance            ",7.1
281,tt1618952,Gönülçelen,,,90.0,"
Comedy, Drama, Music            ",5.8
293,tt12324660,Oh My Baby,,,60.0,"
Drama, Romance            ",7.1
294,tt4986278,Rules of the Game,,,90.0,"
Crime, Drama, Mystery            ",6.7
305,tt8315874,Boys Over Flowers 2,,,60.0,"
Romance            ",6.6
311,tt10370952,A Thousand Goodnights,,,72.0,"
Drama            ",7.0
312,tt9199032,Louis Theroux's Altered States,,,60.0,"
Documentary            ",7.8
330,tt0300748,Cómplices al rescate,,,60.0,"
Comedy, Drama, Family            ",6.4
337,tt12498170,Romance Next Door,,,139.0,"
Comedy, Family, Romance            ",5.2
344,tt3142874,A.S.K.,,,100.0,"
Drama, Romance            ",4.3
347,tt10382912,Sweet Diva,,,60.0,"
Comedy, Crime, Drama            ",6.8
353,tt0337776,Orgoglio,,,100.0,"
Drama, History, Romance            ",7.4
365,tt0421297,Bir Istanbul Masali,,,60.0,"
Drama            ",6.4
376,tt0069604,Love Story,,,60.0,"
Drama, Romance            ",6.3
381,tt8954026,The Third Charm,,,75.0,"
Comedy, Romance            ",6.1
390,tt13846232,Two Worlds of love,,,120.0,"
Action, Comedy, Drama            ",7.9
396,tt0240283,Me llaman Lolita,,,60.0,"
Drama            ",8.1
419,tt4572196,Papá a la Deriva,,,60.0,"
Comedy, Drama, Romance            ",5.7
445,tt0499280,A Love to Kill,,,60.0,"
Drama, Romance            ",7.4
449,tt1741684,Bitmeyen Sarki,,,75.0,"
Comedy, Drama, Music            ",3.9
464,tt0885941,"Sassy Girl, Chun-hyang",,,60.0,"
Comedy, Drama, Romance            ",7.7
468,tt7871966,Love and Hate Crime,(2018–2019),TV-MA,156.0,"
Documentary            ",7.8
479,tt2700064,Cheongdam-dong Alice,,,70.0,"
Comedy, Drama, Romance            ",6.4
482,tt0920504,Im Tal der wilden Rosen,,,90.0,"
Drama, Romance            ",4.0
483,tt14500268,Love Deeply,,,60.0,"
Drama, Romance            ",6.6
489,tt0227934,Montaña rusa,,,60.0,"
Comedy, Drama, Romance            ",6.1
497,tt6120490,Wounded Past,,,60.0,"
Drama, Romance            ",5.7
501,tt0424608,Bir Dilim Ask,,,90.0,"
Comedy, Romance            ",6.4
520,tt0439380,Love Is the Drug,,,60.0,"
Comedy, Drama            ",8.2
537,tt0888077,Amar sin límites,,,60.0,"
Action, Drama, Mystery            ",6.8
541,tt0843176,Spring Days,,,60.0,"
Romance            ",7.6
583,tt0475451,Diário de Sofia,,,90.0,"
Comedy, Drama            ",5.0
584,tt0096571,Dream Street,,,60.0,"
Drama            ",7.9
592,tt0470176,Gatas & Tuercas,,,60.0,"
Comedy, Romance            ",7.5
605,tt9151316,Fluttering Warning,,,60.0,"
Romance            ",6.7
608,tt4393064,Solo per amore,,,90.0,"
Action, Crime, Drama            ",6.6
613,tt3398352,Waiting for Love,,,67.0,"
Romance            ",6.4
621,tt0387720,El auténtico Rodrigo Leal,,,60.0,"
Drama            ",8.1
641,tt0282292,Young Lovers,,,60.0,"
Drama, Mystery, Romance            ",6.3
644,tt3817630,Vicdan,(2013–2014),TV-G,120.0,"
Drama            ",4.8
646,tt9222740,Lotta,,,90.0,"
Comedy, Romance            ",7.7
668,tt1353608,Papatyam,,,90.0,"
Comedy, Drama, Family            ",4.7
682,tt2690738,Dal Ja's Spring,,,70.0,"
Comedy, Drama, Romance            ",7.4
698,tt1491379,Shik-gaek,(2008– ),TV-Y,65.0,"
Drama, Romance            ",8.2
721,tt0224927,Beyond the Horizon,,,60.0,"
Drama, Romance, War            ",5.7
728,tt0488438,Sex & More,,,60.0,"
Comedy, Drama, Romance            ",5.4
740,tt1380834,All for Love,,,60.0,"
Romance            ",7.4
742,tt0307751,Tango Lover,,,60.0,"
Comedy, Drama, Mystery            ",6.8
758,tt3697212,Volver a Amar,,,60.0,"
Drama            ",7.9
768,tt1454440,Wangzi bian qingwa,,,70.0,"
Comedy, Drama, Romance            ",6.8
769,tt1436119,Tokyo Juliet,,,70.0,"
Romance            ",6.2
787,tt0242222,Oro Verde,,,60.0,"
Drama, Romance            ",7.6
794,tt4344826,My Queen,,,75.0,"
Comedy, Romance            ",6.9
817,tt0421490,Zostac miss,,,60.0,"
Comedy, Drama, Romance            ",5.1
820,tt6096994,Precious Family,,,60.0,"
Drama, Family            ",8.9
827,tt0209644,A História de Ana Raio e Zé Trovão,,,60.0,"
Drama, Romance            ",7.8
842,tt0154075,Malu Mulher,,,60.0,"
Drama, Romance            ",7.9
854,tt0906840,CBC Winnipeg Comedy Festival,,,60.0,"
Comedy            ",5.0
866,tt0357373,Hechizo de amor,,,60.0,"
Drama            ",7.8
869,tt5192498,Lost in Love,,,60.0,"
Action            ",
876,tt2295813,Morad Barghi,,,90.0,"
Comedy            ",7.1
886,tt0358874,Rubí rebelde,,,60.0,"
Drama, Romance            ",7.2
962,tt0178143,L'ispettore Giusti,,,540.0,"
Comedy, Thriller            ",7.4
966,tt11856682,Casanova,,,70.0,"
Comedy, Drama, Romance            ",
974,tt12318996,My One in A Million,,,60.0,"
Drama            ",
989,tt0169467,Marie Fransson,,,90.0,"
Drama, Romance            ",
990,tt0298763,World Tour of Scotland,,,180.0,"
Documentary, Comedy            ",8.2
1002,tt5575860,Peuan Paeng,,,95.0,"
Drama            ",
1009,tt2835822,Find Me My Man,,,60.0,"
Reality-TV            ",7.7
1011,tt0975292,Kharidar,,,65.0,"
Drama            ",7.3
1036,tt6562860,Entreolivos,,,60.0,"
Drama            ",5.0
1090,tt0459686,Deti Arbata,,,705.0,"
Drama, Romance, War            ",7.0
1091,tt5868578,Say I Love You,,,90.0,"
Comedy, Romance            ",5.6
1094,tt0332900,La gran propuesta,,,130.0,"
Romance            ",
1122,tt13262148,Milestones,,,80.0,"
Drama            ",
1128,tt5274168,Nemets,,,352.0,"
Adventure, War            ",5.4
1158,tt1626340,"First Love, Second Chance",,,60.0,"
Reality-TV            ",7.0
1168,tt11991962,Rak Kan Panlawan,,,140.0,"
Romance            ",5.2
1171,tt9327256,Love and Pi,,,72.0,"
Romance            ",7.5
1172,tt0421400,Miasteczko,,,60.0,"
Comedy, Drama, Romance            ",2.8
1176,tt6352848,I do 2,,,74.0,"
Drama            ",
1189,tt0380858,Café - en time,,,60.0,"
Comedy, Music            ",
1193,tt9671464,Skutocné príbehy,,,60.0,"
Comedy, Drama            ",
1229,tt14508452,The Fentress Readings,,,60.0,"
Comedy, Drama            ",8.9
1233,tt0827620,Przeprowadzki,,,527.0,"
Drama, War            ",6.2
1261,tt6407828,Animal Warmth,,,120.0,"
Comedy, Romance            ",7.6
1276,tt9402872,Will Play For Food,,,279.0,"
Documentary, Music            ",
1286,tt0469004,Sarah & Marc in Love,,,60.0,"
Reality-TV            ",1.7
1303,tt1118650,From Alaska with Love,,,60.0,,
1312,tt0461092,Magician Romance,,,60.0,"
Drama, Romance            ",7.2
1327,tt1650856,"Astro 12, the Collection",,,75.0,"
Documentary            ",
1329,tt1170041,Os Atlánticos,,,60.0,"
Comedy, Drama, Music            ",7.0
1345,tt4538456,The_27_Club,,,60.0,"
Comedy            ",
1347,tt6286338,Live in Style,,,70.0,"
Romance            ",5.4
1352,tt1995592,Candy Bar Girls,,,60.0,"
Reality-TV            ",6.1
1354,tt2426208,Not What I Expected,,,90.0,"
Comedy, Romance            ",
1382,tt7230540,Em Nome do Amor,,,90.0,"
Family, Romance            ",6.6
1427,tt5261112,Pokushenie,,,360.0,"
War            ",4.5
1451,tt0865734,Por fin solos,,,60.0,"
Comedy            ",3.2
1454,tt3779158,SubUrban Underground,,,113.0,"
Talk-Show            ",
1467,tt4321428,Puppy Love,,,90.0,"
Drama            ",
1502,tt0471512,Perceptions,,,60.0,"
Drama            ",
1506,tt8267212,Sylvain Le Magnifique,,,80.0,"
Comedy            ",7.1
1513,tt1394022,Mi gemela es hija única,,,70.0,"
Comedy            ",3.4
1521,tt4580074,Tutte le ragazze con una certa cultura,,,65.0,"
Comedy            ",
1531,tt5592698,Koo Pbuan Olawon,,,90.0,"
Comedy            ",
1548,tt0120961,Geld oder Liebe,,,120.0,"
Comedy, Game-Show            ",6.3
1554,tt1687763,Tra cielo e terra,,,60.0,,8.7
19,tt0098927,They Came from Outer Space,,,60.0,"
Comedy, Sci-Fi            ",6.7
65,tt0080203,Breaking Away,,,60.0,"
Drama, Family            ",7.7
74,tt0065294,Flip,,,60.0,"
Comedy, Music            ",7.4
77,tt0090538,The Two of Us,,,60.0,"
Comedy            ",6.5
189,tt0054522,The Bob Newhart Show,,,60.0,"
Comedy            ",7.7
192,tt0083502,Whoops Apocalypse,,,138.0,"
Comedy, Sci-Fi            ",7.2
211,tt0080305,When the Whistle Blows,,,60.0,"
Comedy            ",5.5
261,tt0121788,Tankki täyteen,,,335.0,"
Comedy            ",8.2
390,tt0081825,Aloha Paradise,,,60.0,"
Comedy            ",7.7
428,tt0118249,413 Hope St.,(1997–1998),TV-14,60.0,"
Drama            ",6.2
429,tt0055672,Fair Exchange,,,60.0,"
Comedy            ",8.1
443,tt0080254,Number 96,,,60.0,"
Comedy            ",2.2
518,tt0094563,Tattinger's,,,60.0,"
Comedy, Drama            ",7.2
532,tt15281840,Not a Love Triangle,,,123.0,"
Comedy            ",9.1
557,tt0197189,Tropic,,,60.0,"
Comedy            ",7.0
649,tt16741564,Junta de Vecinos,,,60.0,"
Comedy            ",5.0
654,tt0344696,"Okay ka, fairy ko!",,,60.0,"
Comedy, Family, Fantasy            ",8.2
685,tt3278056,Vampire ang daddy ko,,,60.0,"
Comedy, Horror            ",7.6
813,tt15734308,Shree Damodarpant Sadan,,,130.0,"
Comedy, Horror            ",
899,tt1499823,Show Me da Manny,,,60.0,"
Comedy            ",7.1
903,tt0460357,Bahay mo ba 'to,,,60.0,"
Comedy            ",7.4
913,tt0959674,Charley's Grants,,,180.0,"
Comedy            ",
923,tt0365760,The Sitcom Story,,,60.0,"
Documentary, Comedy, History            ",
968,tt2518856,Changes,,,60.0,"
Drama            ",
1001,tt1466030,Taglia e cuci,,,390.0,"
Comedy            ",
1015,tt6443114,Women's Liberation,,,65.0,"
Comedy            ",
1076,tt1310627,Siamo Stati Uniti,,,60.0,"
Comedy, News, Reality-TV            ",
8,tt3833318,Time & Again,,,60.0,"
Documentary, News            ",5.8
2,tt0073988,Executive Suite,,,60.0,"
Drama            ",7.2
3,tt4173216,Zbrodnia,,,60.0,"
Action, Crime            ",6.2
5,tt0077212,The Bastard,,,240.0,"
Drama, History, Romance            ",6.8
9,tt14684086,Reflection of You,(2021– ),16,64.0,"
Drama, Thriller            ",6.7
10,tt5841196,The Wrong Girl,,,60.0,"
Comedy, Drama, Romance            ",7.0
13,tt0096546,A Bit of a Do,,,60.0,"
Comedy, Drama            ",7.0
16,tt6410134,Irene Huss,,,90.0,"
Crime, Drama, Thriller            ",6.6
23,tt0138899,An Unsuitable Job for a Woman,,,105.0,"
Crime, Drama, Mystery            ",7.3
27,tt0118405,The Moth,,,152.0,"
Drama            ",7.4
36,tt7689884,Hidden: Förstfödd,,,347.0,"
Fantasy, Thriller            ",6.0
37,tt0166921,The Mallens,,,60.0,"
Drama            ",7.0
38,tt0073675,The Secret Garden,(1975),G,210.0,"
Drama, Family            ",7.0
44,tt0165050,Mystery and Imagination,,,75.0,"
Drama, Horror, Mystery            ",7.6
45,tt0260611,Down to Earth,,,60.0,"
Romance, Comedy, Drama            ",7.0
51,tt0324723,Chiller,(1995– ),Not Rated,60.0,"
Drama, Fantasy, Horror            ",6.4
61,tt0092360,"Game, Set, and Match",,,60.0,"
Drama            ",8.6
65,tt0202722,Chocky,,,151.0,"
Drama, Sci-Fi            ",7.6
66,tt0054510,87th Precinct,,,60.0,"
Crime, Drama            ",8.3
70,tt0086675,The Box of Delights,,,177.0,"
Family, Fantasy            ",8.3
76,tt2374683,Empresses in the Palace,(2011–2012),12,90.0,"
Drama, History, Romance            ",8.4
78,tt0826960,The Inspector and the Sea,,,90.0,"
Crime            ",4.9
81,tt0318221,Helen West,(2002),12,289.0,"
Drama, Mystery            ",6.8
83,tt0211788,Cañaveral de pasiones,,,60.0,"
Drama, Romance            ",7.7
84,tt5131024,Red Mars,,,60.0,"
Sci-Fi            ",
85,tt0042141,Robert Montgomery Presents,,,60.0,"
Drama            ",8.2
88,tt20601772,The Count: Love and Honor,,,60.0,"
Drama            ",
90,tt0080208,Cribb,,,90.0,"
Crime, Drama, Mystery            ",7.7
92,tt2313384,The Simple Heist,,,265.0,"
Comedy, Crime            ",7.0
93,tt0382690,Feather Boy,,,120.0,"
Drama, Family            ",7.3
96,tt0159157,Boney,,,60.0,"
Crime            ",8.4
98,tt0138976,Maximum Bob,,,60.0,"
Comedy, Drama            ",8.3
99,tt0254768,Sense and Sensibility,,,178.0,"
Drama, Romance            ",6.7
103,tt0209859,Éramos Seis,,,60.0,"
Drama, Romance            ",8.3
105,tt0167516,The Adventures of Robinson Crusoe,,,85.0,"
Adventure            ",8.1
109,tt0108591,A Woman's Guide to Adultery,,,149.0,"
Drama            ",4.6
110,tt0167732,Black Sequence,,,90.0,"
Crime, Thriller            ",6.6
114,tt10970762,The Testaments,,TV-MA,60.0,"
Drama, Thriller            ",
117,tt0105603,To Be the Best,,,192.0,"
Drama            ",4.9
118,tt0068099,Madigan,,,90.0,"
Crime, Drama, Mystery            ",7.3
121,tt0046415,The Count of Monte Cristo,(1954),14,183.0,"
Adventure, Drama, Romance            ",7.1
122,tt0273437,The Forbidden Love,,,183.0,"
Drama, Romance            ",7.4
124,tt0075563,Raffles,,,60.0,"
Comedy, Crime            ",7.8
125,tt0061284,Off to See the Wizard,,,60.0,"
Animation, Family, Fantasy            ",7.1
133,tt1024701,JPod,,,60.0,"
Comedy, Drama            ",7.6
138,tt0233052,Falcone,(2000),TV-14,60.0,"
Crime, Drama            ",7.3
